"Year,""Header"",""Source"",""URL"""
"2018,""ИРЧП субъектов Российской Федерации — Википедия"",""ru.wikipedia.org›wiki/ИРЧП_субъектов_Российской…"",""https://ru.wikipedia.org/wiki/%D0%98%D0%A0%D0%A7%D0%9F_%D1%81%D1%83%D0%B1%D1%8A%D0%B5%D0%BA%D1%82%D0%BE%D0%B2_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B9%D1%81%D0%BA%D0%BE%D0%B9_%D0%A4%D0%B5%D0%B4%D0%B5%D1%80%D0%B0%D1%86%D0%B8%D0%B8"""
"2018,""НВ Коломейцев: Как социальный блок Правительства РФ"",""kprf.ru›Депутатская вертикаль партии›…/activities/155645.html"",""https://kprf.ru/dep/gosduma/activities/155645.html"""
"2018,""Индекс человеческого развития"",""earchive.tpu.ru›bitstream/11683/31531…tpu-2016…V2…"",""http://earchive.tpu.ru/bitstream/11683/31531/1/conference_tpu-2016-C24_V2_p553-557.pdf"""
"2018,""Рейтинг стран по индексу ИРЧП - Белгородская Искра"",""iskra31.livejournal.com›33812.html"",""http://iskra31.livejournal.com/33812.html"""
"2018,""Индекс развития человеческого - ИА REGNUM"",""regnum.ru›news/ polit/181582.html"",""https://regnum.ru/news/%20polit/181582.html"""
"2018,""ПРОСУЩЕСТВУЕТ ЛИ РОССИЯ ДО 2018 ГОДА? - Кругозор"",""krugozormagazine.com›show/Rizhkov.954.html"",""http://www.krugozormagazine.com/show/Rizhkov.954.html"""
"2018,""Стратегия Чемпионата мира по"",""fifa.com›…document/tournament…fwc2018…russian.pdf"",""http://www.fifa.com/mm/document/tournament/competition/02/66/69/50/fwc2018_sustainabilitystrategy_ru_russian.pdf"""
"2018,""Ульяновская область : Губернатор и Правительство"",""ulgov.ru›page/index/permlink/id/11015/"",""http://ulgov.ru/page/index/permlink/id/11015/"""
"2018,""Программа развития ООН: Индекс человеческого"",""gtmarket.ru›Новости›Программа развития оон"",""http://gtmarket.ru/news/2015/12/16/7285"""
"2018,""Россия и Сибирь в процессе глобального развития"",""pandia.ru›text/77/348/71826.php"",""http://pandia.ru/text/77/348/71826.php"""
"2018,""Список стран по ВВП (номинал) на душу населения"",""ru.wikipedia.org›Список стран по ВВП (номинал) на душу населения"",""https://ru.wikipedia.org/wiki/%D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA_%D1%81%D1%82%D1%80%D0%B0%D0%BD_%D0%BF%D0%BE_%D0%92%D0%92%D0%9F_(%D0%BD%D0%BE%D0%BC%D0%B8%D0%BD%D0%B0%D0%BB)_%D0%BD%D0%B0_%D0%B4%D1%83%D1%88%D1%83_%D0%BD%D0%B0%D1%81%D0%B5%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F"""
"2018,""При этом по размерам ВВП на душу населения Россия"",""newrezume.org›news/2017-03-05-19784"",""http://newrezume.org/news/2017-03-05-19784"""
"2018,""Сценарий развития России до конца 2018 года"",""solvaigsamara.livejournal.com›1488195.html"",""http://solvaigsamara.livejournal.com/1488195.html"""
"2018,""ВВП на душу населения (в текущих ценах, в долларах)"",""total-rating.ru›…vvp-na-dushu-naseleniya-v…cenah…"",""http://total-rating.ru/204-vvp-na-dushu-naseleniya-v-tekuschih-cenah-v-dollarah-ssha-rossii.html"""
"2018,""ВВП по ППС на душу населения - Россия"",""data.trendeconomy.ru›Россия"",""http://data.trendeconomy.ru/imf/weo/Gross_domestic_product_based_on_purchasing_power_parity_PPPPC/Russia"""
"2018,""Габон обошел Россию по ВВП на душу населения"",""by24.org›2016/03/21/gabon_defeated_russia_in_the…"",""http://by24.org/2016/03/21/gabon_defeated_russia_in_the_economy/"""
"2018,""Вся суть экономики России в одном графике Очень скоро"",""finnews.ru›cur_an.php?idnws=24555"",""http://www.finnews.ru/cur_an.php?idnws=24555"""
"2018,""Рейтинг мировых экономик до 2030 года Россия худшая"",""newsbabr.com›Москва›?IDE=134729"",""http://newsbabr.com/msk/?IDE=134729"""
"2018,""Три американских штата обогнали Россию по величине"",""rusjev.net›2016/01/17…obognali…velichine-vvp…godu/"",""http://rusjev.net/2016/01/17/tri-amerikanskih-shtata-obognali-rossiyu-po-velichine-vvp-v-2015-godu/"""
"2018,""За последнее двадцатилетие Россия прошла путь"",""profile.ru›Экономика›Журнал профиль"",""http://www.profile.ru/economics/item/112096-chudesa-v-rossii-zakonchilis"""
"2018,""Прогноз социально-экономического развития"",""economy.gov.ru›Деятельность›2016241101"",""http://economy.gov.ru/minec/activity/sections/macro/2016241101"""
"2018,""Письмо Министерства экономического развития РФ"",""garant.ru›ИПО›Документы ленты прайм›71411560"",""http://www.garant.ru/products/ipo/prime/doc/71411560/"""
"2018,""Информация Министерства экономического развития"",""garant.ru›ИПО›Документы ленты прайм›71477706"",""http://www.garant.ru/products/ipo/prime/doc/71477706/"""
"2018,""Основные показатели прогноза"",""zdamsam.ru›a19131.html"",""http://zdamsam.ru/a19131.html"""
"2018,""Прогноз социально-экономического развития РФ"",""audar-info.ru›Нормативные акты›acts/?artId=1669104…"",""http://www.audar-info.ru/docs/acts/?sectId=350081&artId=1669104"""
"2018,""Прогноз социально - экономического развития"",""asozd2.duma.gov.ru›Распития›Заседания Комитета›?OpenAgent&work/dz.nsf…"",""http://asozd2.duma.gov.ru/main.nsf/(ViewDoc)?OpenAgent&work/dz.nsf/ByID&6E4CC4CF25C632074325805A0064C0D7"""
"2018,""Сценарный прогноз социально - экономического"",""iep.ru›Экономического развития РФ"",""http://www.iep.ru/files/text/prognoz/macro/2016-18_Sept.16.pdf"""
"2018,""Прогноз социально-экономического развития"",""MirPrognozov.ru›…sotsialno…razvitiya-rossiyskoy…"",""http://www.MirPrognozov.ru/prognosis/economics/prognoz-sotsialno-ekonomicheskogo-razvitiya-rossiyskoy-federatsii/"""
"2018,""""""Прогноз социально-экономического развития"""""",""legalacts.ru›doc…sotsialno…razvitija-rossiiskoi…"",""http://legalacts.ru/doc/prognoz-sotsialno-ekonomicheskogo-razvitija-rossiiskoi-federatsii-na-2016/"""
"2018,""Прогноз социально-экономического развития России"",""tppchr.ru›index.php?Mn=49&sMn=202"",""http://www.tppchr.ru/index.php?Mn=49&sMn=202"""
"2019,""ИРЧП субъектов Российской Федерации — Википедия"",""ru.wikipedia.org›wiki/ИРЧП_субъектов_Российской…"",""https://ru.wikipedia.org/wiki/%D0%98%D0%A0%D0%A7%D0%9F_%D1%81%D1%83%D0%B1%D1%8A%D0%B5%D0%BA%D1%82%D0%BE%D0%B2_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B9%D1%81%D0%BA%D0%BE%D0%B9_%D0%A4%D0%B5%D0%B4%D0%B5%D1%80%D0%B0%D1%86%D0%B8%D0%B8"""
"2019,""Россия и Сибирь в процессе глобального развития"",""pandia.ru›text/77/348/71826.php"",""http://pandia.ru/text/77/348/71826.php"""
"2019,""ООН опубликовала традиционный """"Индекс Развития"""""",""kp.ru›daily/24009/84622/"",""http://www.kp.ru/daily/24009/84622/"""
"2019,""Индекс развития человеческого потенциала: место"",""CyberLeninka.ru›article…indeks…potentsiala…rossii…"",""http://CyberLeninka.ru/article/n/indeks-razvitiya-chelovecheskogo-potentsiala-mesto-rossii-v-sovremennom-mire"""
"2019,""Программа развития ООН: Индекс человеческого"",""gtmarket.ru›Новости›Программа развития оон"",""http://gtmarket.ru/news/2015/12/16/7285"""
"2019,""ИРЧП субъектов Российской Федерации — Википедия"",""ru.rfwiki.org›wiki/ИРЧП_субъектов_Российской…"",""http://ru.rfwiki.org/wiki/%D0%98%D0%A0%D0%A7%D0%9F_%D1%81%D1%83%D0%B1%D1%8A%D0%B5%D0%BA%D1%82%D0%BE%D0%B2_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B9%D1%81%D0%BA%D0%BE%D0%B9_%D0%A4%D0%B5%D0%B4%D0%B5%D1%80%D0%B0%D1%86%D0%B8%D0%B8"""
"2019,""О внесении изменений в план мероприятий"",""docs.cntd.ru›document/444789878"",""http://docs.cntd.ru/document/444789878"""
"2019,""Индекс развития человеческого потенциала в РФ"",""newsland.com›…indeks…chelovecheskogo-potentsiala…"",""https://newsland.com/user/4297675234/content/indeks-razvitiia-chelovecheskogo-potentsiala-v-rf/4064651"""
"2019,""ВестиRu: Россия в цифрах Индекс развития"",""vesti.ru›Видео›show/vid/520470"",""http://www.vesti.ru/videos/show/vid/520470/"""
"2019,""Расчет и анализ ИРЧП для Российской Федерации"",""KazEdu.kz›referat/119633/5"",""https://www.KazEdu.kz/referat/119633/5"""
"2019,""Размер российского ВВП на душу населения по уровню"",""finmarket.ru›Новости›339074"",""http://www.finmarket.ru/news/339074"""
"2019,""ВВП по ППС на душу населения - Россия"",""data.trendeconomy.ru›Россия"",""http://data.trendeconomy.ru/imf/weo/Gross_domestic_product_based_on_purchasing_power_parity_PPPPC/Russia"""
"2019,""Прогноз стабильный: кризис отпускает россиян"",""ria.ru›Экономика›Видео›1477349251.html"",""https://ria.ru/economy/20160919/1477349251.html"""
"2019,""Список стран по ВВП (ППС) на душу населения"",""ru.wikipedia.org›Список стран по ВВП (ППС) на душу населения"",""https://ru.wikipedia.org/wiki/%D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA_%D1%81%D1%82%D1%80%D0%B0%D0%BD_%D0%BF%D0%BE_%D0%92%D0%92%D0%9F_(%D0%9F%D0%9F%D0%A1)_%D0%BD%D0%B0_%D0%B4%D1%83%D1%88%D1%83_%D0%BD%D0%B0%D1%81%D0%B5%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F"""
"2019,""S&P предсказало падение ВВП России на 1,4 процента"",""lenta.ru›news/2016/03/18/gdpforecast/"",""https://lenta.ru/news/2016/03/18/gdpforecast/"""
"2019,""Правительство ухудшило прогноз для бюджета"",""gazeta.ru›Бизнес›2016/09/21/10208285.shtml"",""https://www.gazeta.ru/business/2016/09/21/10208285.shtml"""
"2019,""ВВП на душу населения в год по республикам"",""voprosik.net›kto-bolshe-vsex-poteryal-ot-padeniya…"",""http://voprosik.net/kto-bolshe-vsex-poteryal-ot-padeniya-sssr/"""
"2019,""ВВП на душу населения (в текущих ценах, в долларах)"",""total-rating.ru›…vvp-na-dushu-naseleniya-v…cenah…"",""http://total-rating.ru/204-vvp-na-dushu-naseleniya-v-tekuschih-cenah-v-dollarah-ssha-rossii.html"""
"2019,""ВВП на душу населения в год"",""nk.org.ua›Геополитика›kto-kogo-kormil-v-sssr-i…"",""http://nk.org.ua/geopolitika/kto-kogo-kormil-v-sssr-i-kto-bolshe-proigral-ot-ego-razvala-67790"""
"2019,""Экономика Украины топчется в болоте Эксперт о ВВП"",""uainfo.org›Новости›…-v-bolote-ekspert-o-vvp…"",""http://uainfo.org/blognews/1481458061-ekonomika-ukrainy-topchetsya-v-bolote-ekspert-o-vvp-i-kurse.html"""
"2019,""Информация Министерства экономического развития"",""garant.ru›ИПО›Документы ленты прайм›71477706"",""http://www.garant.ru/products/ipo/prime/doc/71477706/"""
"2019,""Прогноз социально-экономического развития"",""economy.gov.ru›Деятельность›2016241101"",""http://economy.gov.ru/minec/activity/sections/macro/2016241101"""
"2019,""Прогноз социально - экономического развития"",""asozd2.duma.gov.ru›Распития›Заседания Комитета›?OpenAgent&work/dz.nsf…"",""http://asozd2.duma.gov.ru/main.nsf/(ViewDoc)?OpenAgent&work/dz.nsf/ByID&6E4CC4CF25C632074325805A0064C0D7"""
"2019,""Сопроводительное письмо к индексам-дефляторам"",""ocenchik.ru›docsi/2799-pismo-indeksam…do2019…"",""http://www.ocenchik.ru/docsi/2799-pismo-indeksam-deflyatoram-do2019-minekonomrazvitiya2016.html"""
"2019,""О прогнозе социально-экономического"",""docs.cntd.ru›document/453147526"",""http://docs.cntd.ru/document/453147526"""
"2019,""Прогноз социально-экономического развития"",""duma.tomsk.ru›upload/files/2016/10/b2017_1.pdf"",""https://duma.tomsk.ru/upload/files/2016/10/b2017_1.pdf"""
"2019,""Прогноз социально-экономического развития России"",""russinfo.net›prognoz-na…socialno…razvitiya-rossii…"",""http://russinfo.net/prognoz-na-god/ekonomicheskij-prognoz/prognoz-socialno-ekonomicheskogo-razvitiya-rossii-na-2017-god.html"""
"2019,""Министерство экономического развития"",""economy.49gov.ru›Деятельность›Стратегическое планирование›Прогноз"",""https://economy.49gov.ru/activities/progress/forecast/"""
"2019,""ПРОГНОЗ"",""fprb.ru›download/economika_mpk/prognoz_ser_rb.pdf"",""http://www.fprb.ru/download/economika_mpk/prognoz_ser_rb.pdf"""
"2019,""Прогноз социально-экономического развития России"",""chalkan.kg›news…prognoz-socialno…razvitiya-rossii…"",""http://chalkan.kg/news/economy/79328-prognoz-socialno-ekonomicheskogo-razvitiya-rossii-na-2017-god.html"""
"2020,""Развитие человеческого потенциала в России"",""protown.ru›information/hide/7452.html"",""http://www.protown.ru/information/hide/7452.html"""
"2020,""КОНЦЕПЦИЯ"",""resurs-yar.ru›files/vip22/blok1/1.pdf"",""http://resurs-yar.ru/files/vip22/blok1/1.pdf"""
"2020,""Путинская Россия-2020"",""maxpark.com›Клуб интеллектуалов›content/5178295"",""http://maxpark.com/community/88/content/5178295"""
"2020,""Проблемы формирования ирчп в России"",""epa.oszk.hu›02700/02750/00035/pdf/EPA02750_…"",""http://epa.oszk.hu/02700/02750/00035/pdf/EPA02750_tudasmenedzsment_2014_01_ksz_008-013.pdf"""
"2020,""Стратегия 2020 для россии"",""CyberLeninka.ru›article…rossiya-chelovecheskiy…v…"",""http://CyberLeninka.ru/article/n/rossiya-chelovecheskiy-kapital-i-razvitie-cheloveka-v-regionalnom-izmerenii-2010-g.pdf"""
"2020,""Об утверждении Концепции долгосрочного"",""docs.cntd.ru›document/902130343"",""http://docs.cntd.ru/document/902130343"""
"2020,""Доклад о человеческом развитии"",""undp.ru›documents/NHDR-2013.pdf"",""http://www.undp.ru/documents/NHDR-2013.pdf"""
"2020,""Проблемы и перспективы развития человеческого"",""nauka-rastudent.ru›2016›3873"",""http://nauka-rastudent.ru/36/3873/"""
"2020,""Проекты РЦИТ - Концепция долгосрочного"",""rcit.su›techinfoF4.html"",""http://www.rcit.su/techinfoF4.html"""
"2020,""Значение человеческого потенциала в инновационном"",""aup.ru›Книги›И.Долгов›2_3.htm"",""http://www.aup.ru/books/m1526/2_3.htm"""
"2020,""ВестиRu: МЭРТ: к 2020 году ВВП России вырастет в 5 раз"",""vesti.ru›doc.html?id=148724&cid=6"",""http://www.vesti.ru/doc.html?id=148724&cid=6"""
"2020,""ВВП по ППС на душу населения - Россия"",""data.trendeconomy.ru›Россия"",""http://data.trendeconomy.ru/imf/weo/Gross_domestic_product_based_on_purchasing_power_parity_PPPPC/Russia"""
"2020,""Объем ВВП на душу населения в России к 2020 году"",""ereport.ru›news/0707242022.htm"",""http://www.ereport.ru/news/0707242022.htm"""
"2020,""CEBR: Россия станет четвертой по уровню ВВП к 2020 году"",""dp.ru›a/2011/12/27/CEBR_Rossija_stanet_chetve/"",""https://www.dp.ru/a/2011/12/27/CEBR_Rossija_stanet_chetve/"""
"2020,""Россия в 2020 году"",""ap7.ru›prognozy/rossija_v_godu.html"",""http://www.ap7.ru/prognozy/rossija_v_godu.html"""
"2020,""В 2020 году россияне будут жить при путинизме"",""mk.ru›Издания›…-v-2020-godu-rossiyane…"",""http://www.mk.ru/editions/daily/article/2008/02/08/55975-v-2020-godu-rossiyane-budut-zhit-pri-putinizme.html"""
"2020,""МЭРТ подготовил концепцию развития России до 2020"",""finmarket.ru›Новости›612171"",""http://www.finmarket.ru/news/612171"""
"2020,""ВЗГЛЯД"",""vz.ru›Экономика›…/152584.print.html"",""http://vz.ru/economy/2008/3/17/152584.print.html"""
"2020,""Часть 3[1] Мировая экономика"",""StudFiles.ru›preview/3864691/page:2/"",""http://www.StudFiles.ru/preview/3864691/page:2/"""
"2020,""Экономический прогноз «Мир в 2050 году»"",""pwc.ru›ru/press-releases/2015/economic_forecast_…"",""http://www.pwc.ru/ru/press-releases/2015/economic_forecast_2050.html"""
"2020,""Об утверждении Концепции долгосрочного"",""docs.cntd.ru›document/902130343"",""http://docs.cntd.ru/document/902130343"""
"2020,""Стратегия и Концепция социально-экономического"",""mirznanii.com›…sotsialno…razvitiya-rossii…2020…ana"",""http://mirznanii.com/a/261490/strategiya-i-kontseptsiya-sotsialno-ekonomicheskogo-razvitiya-rossii-do-2020-goda-ekonomicheskiy-ana"""
"2020,""долгосрочного социально-экономического развития"",""pandia.ru›text/79/011/70878.php"",""http://pandia.ru/text/79/011/70878.php"""
"2020,""УТВЕРЖДЕНА"",""ifap.ru›ofdocs/rus/rus006.pdf"",""http://www.ifap.ru/ofdocs/rus/rus006.pdf"""
"2020,""КОНЦЕПЦИЯ"",""resurs-yar.ru›files/vip22/blok1/1.pdf"",""http://resurs-yar.ru/files/vip22/blok1/1.pdf"""
"2020,""России на период до 2020 года обеспе"",""CyberLeninka.ru›article/n…sotsialno…razvitiya…"",""http://CyberLeninka.ru/article/n/kompleksnaya-otsenka-sotsialno-ekonomicheskogo-razvitiya-regiona.pdf"""
"2020,""О Концепции долгосрочного социально-экономического"",""lawru.info›2008›Ноя›17/n53862.htm"",""http://lawru.info/dok/2008/11/17/n53862.htm"""
"2020,""«Концепци я долгосрочного социально-экономического»"",""gigabaza.ru›doc/75723.html"",""http://gigabaza.ru/doc/75723.html"""
"2020,""Концепция социально-экономического развития"",""StudFiles.ru›preview/3976890/"",""http://www.StudFiles.ru/preview/3976890/"""
"2020,""Российской федерации на период до 2030 года"",""government.ru›media/files/41d457592e04b76338b7.pdf"",""http://government.ru/media/files/41d457592e04b76338b7.pdf"""
"2021,""5 Сравнение потенциала личности (ИРЧП) в России"",""viperson.ru›articles/5…potentsiala…irchp-v-rossii…"",""http://viperson.ru/articles/5-sravnenie-potentsiala-lichnosti-irchp-v-rossii-i-mire-1"""
"2021,""ИРЧП субъектов Российской Федерации — Википедия"",""ru.wikipedia.org›wiki/ИРЧП_субъектов_Российской…"",""https://ru.wikipedia.org/wiki/%D0%98%D0%A0%D0%A7%D0%9F_%D1%81%D1%83%D0%B1%D1%8A%D0%B5%D0%BA%D1%82%D0%BE%D0%B2_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B9%D1%81%D0%BA%D0%BE%D0%B9_%D0%A4%D0%B5%D0%B4%D0%B5%D1%80%D0%B0%D1%86%D0%B8%D0%B8"""
"2021,""Россия и Сибирь в процессе глобального развития"",""pandia.ru›text/77/348/71826.php"",""http://pandia.ru/text/77/348/71826.php"""
"2021,""Индекс развития человеческого потенциала: место"",""CyberLeninka.ru›article…indeks…potentsiala…rossii…"",""http://CyberLeninka.ru/article/n/indeks-razvitiya-chelovecheskogo-potentsiala-mesto-rossii-v-sovremennom-mire"""
"2021,""Реферат: Стратегия повышения качества жизни"",""BestReferat.ru›referat-268009.html"",""http://www.BestReferat.ru/referat-268009.html"""
"2021,""Программа развития ООН: Индекс человеческого"",""gtmarket.ru›Новости›Программа развития оон"",""http://gtmarket.ru/news/2015/12/16/7285"""
"2021,""ИРЧП субъектов Российской Федерации — Википедия"",""ru.rfwiki.org›wiki/ИРЧП_субъектов_Российской…"",""http://ru.rfwiki.org/wiki/%D0%98%D0%A0%D0%A7%D0%9F_%D1%81%D1%83%D0%B1%D1%8A%D0%B5%D0%BA%D1%82%D0%BE%D0%B2_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B9%D1%81%D0%BA%D0%BE%D0%B9_%D0%A4%D0%B5%D0%B4%D0%B5%D1%80%D0%B0%D1%86%D0%B8%D0%B8"""
"2021,""Человеческий капитал (ИРЧП) архангельской"",""pomorcpp.org›insight/?comments=1&id=22"",""http://www.pomorcpp.org/insight/?comments=1&id=22"""
"2021,""Развитие человеческого потенциала в России"",""economyofregion.uralces.ru›Data/Issues/ER2013/Sep…"",""http://economyofregion.uralces.ru/Data/Issues/ER2013/September_2013/ERSeptember2013_101_112.pdf"""
"2021,""Индекс развития человеческого потенциала (ИРЧП)"",""genby.livejournal.com›24 comments"",""http://genby.livejournal.com/510338.html"""
"2021,""ВВП по ППС на душу населения - Россия"",""data.trendeconomy.ru›Россия"",""http://data.trendeconomy.ru/imf/weo/Gross_domestic_product_based_on_purchasing_power_parity_PPPPC/Russia"""
"2021,""ВВП на душу населения в постоянных ценах - Россия"",""data.trendeconomy.ru›imf/weo/Gross_domestic…Russia"",""http://data.trendeconomy.ru/imf/weo/Gross_domestic_product_per_capita_constant_prices_NGDPRPC/Russia"""
"2021,""ВВП на душу населения в текущих ценах, национальная"",""data.trendeconomy.ru›imf/weo/Gross_domestic…Russia"",""http://data.trendeconomy.ru/imf/weo/Gross_domestic_product_per_capita_current_prices_NGDPPC/Russia"""
"2021,""Обещание 20-летней стагнации российской экономики"",""ridus.ru›news/234263.html"",""https://www.ridus.ru/news/234263.html"""
"2021,""Список стран по ВВП (номинал) на душу населения"",""ru.wikipedia.org›Список стран по ВВП (номинал) на душу населения"",""https://ru.wikipedia.org/wiki/%D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA_%D1%81%D1%82%D1%80%D0%B0%D0%BD_%D0%BF%D0%BE_%D0%92%D0%92%D0%9F_(%D0%BD%D0%BE%D0%BC%D0%B8%D0%BD%D0%B0%D0%BB)_%D0%BD%D0%B0_%D0%B4%D1%83%D1%88%D1%83_%D0%BD%D0%B0%D1%81%D0%B5%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F"""
"2021,""ВВП России на душу населения в текущих ценах"",""total-rating.ru›…vvp…na-dushu-naseleniya-v…cenah…"",""http://total-rating.ru/202-vvp-rossii-na-dushu-naseleniya-v-tekuschih-cenah-v-nacionalnoy-valyute.html"""
"2021,""Бюллетень"",""ac.gov.ru›Бюллетень"",""http://ac.gov.ru/files/publication/a/10544.pdf"""
"2021,""Опять удвояем ВВП (теперь к 2021 году), вы в это верите?"",""forum.na-svyazi.ru›?showtopic=874514"",""http://forum.na-svyazi.ru/?showtopic=874514"""
"2021,""ВВП на душу населения Рейтинг стран по ВВП Доход"",""kakdobratsyado.ru›rejting…vvp-na-dushu-naseleniya…"",""http://kakdobratsyado.ru/rejting-stran-vvp-na-dushu-naseleniya-pps/"""
"2021,""ВВП НА ДУШУ НАСЕЛЕНИЯ ПО ППС России и других"",""matveychev-oleg.livejournal.com›4537690.html"",""http://matveychev-oleg.livejournal.com/4537690.html"""
"2021,""Министерства национальной экономики республики"",""economy.gov.kz›…sotsialno-ekonomicheskoe-razvitie…"",""http://economy.gov.kz/ru/sotsialno-ekonomicheskoe-razvitie/detail.php?ELEMENT_ID=71260"""
"2021,""СТРАТЕГИЯ РАЗВИТИЯ"",""veb.ru›common/upload/files/veb/21VEB_Strategy…"",""http://www.veb.ru/common/upload/files/veb/21VEB_Strategy_Rus.pdf"""
